2013-09-20 13:24:06, 0.046, 20.015
2013-09-20 13:24:07, 0.046, 20.015
2013-09-20 13:24:08, 0.046, 20.015
2013-09-20 13:24:09, 0.046, 20.015
2013-09-20 13:24:10, 0.046, 20.015
2013-09-20 13:24:11, 0.046, 20.015
2013-09-20 13:24:12, 0.046, 20.015
2013-09-20 13:24:13, 0.046, 20.015
2013-09-20 13:24:14, 0.046, 20.015
2013-09-20 13:24:15, 0.046, 20.015
2013-09-20 13:24:16, 0.046, 20.015
2013-09-20 13:24:17, 0.046, 20.015
2013-09-20 13:24:18, 0.046, 20.015
2013-09-20 13:24:19, 0.046, 20.015
2013-09-20 13:24:20, 0.046, 20.015
2013-09-20 13:24:21, 0.046, 20.015
2013-09-20 13:24:22, 0.046, 20.015
2013-09-20 13:24:23, 0.046, 20.015
2013-09-20 13:24:24, 0.046, 20.015
2013-09-20 13:24:25, 0.046, 20.015
2013-09-20 13:24:26, 0.046, 20.015
2013-09-20 13:24:27, 0.046, 20.015
2013-09-20 13:24:28, 0.046, 20.015
2013-09-20 13:24:29, 0.046, 20.015
2013-09-20 13:24:30, 0.046, 20.015
2013-09-20 13:24:31, 0.046, 20.015
2013-09-20 13:24:32, 0.046, 20.015
2013-09-20 13:24:33, 0.046, 20.015
2013-09-20 13:24:34, 0.046, 20.015
2013-09-20 13:24:35, 0.046, 20.015
2013-09-20 13:24:36, 0.046, 20.015
2013-09-20 13:24:37, 0.046, 20.015
2013-09-20 13:24:38, 0.046, 20.015
2013-09-20 13:24:39, 0.046, 20.015
2013-09-20 13:24:40, 0.046, 20.015
2013-09-20 13:24:41, 0.046, 20.015
2013-09-20 13:24:42, 0.046, 20.015
2013-09-20 13:24:43, 0.046, 20.015
2013-09-20 13:24:44, 0.046, 20.015
2013-09-20 13:24:45, 0.046, 20.015
2013-09-20 13:24:46, 0.046, 20.015
